Partner ID,Partner Type,Earnings (Value),Earnings (Stability Type),Perf. Rating (Avg),Time on Platform (Months),Order/Trip Volume,Financial Activity (Score),Earnings Volatility,On-Time Loan Repayments,Operational Anomaly Score,Creditworthy
005478,Driver,1455,Stable,5.0,40,453,0.56,0.17,9,0.0,1
005479,Merchant,1591,Stable,4.6,18,491,0.59,0.12,13,0.08,1
005480,Driver,1383,Stable,4.0,3,401,0.4,0.26,9,0.25,0
005481,Driver,1068,Seasonal,4.0,21,310,0.31,0.56,6,0.28,0
005482,Driver,1491,Seasonal,4.3,32,333,0.58,0.21,11,0.12,1
005483,Driver,1372,Seasonal,4.4,12,392,0.5,0.33,10,0.12,0
005484,Merchant,1676,Seasonal,4.4,38,402,0.72,0.25,14,0.04,1
005485,Driver,1259,Seasonal,4.6,21,290,0.45,0.37,9,0.11,0
005486,Driver,1729,Stable,4.0,2,474,0.38,0.16,5,0.14,0
005487,Driver,1357,Stable,4.5,29,309,0.42,0.33,7,0.05,0
005488,Driver,2350,Stable,4.1,18,533,0.65,0.1,12,0.12,0
005489,Driver,2045,Seasonal,5.0,42,604,0.74,0.1,15,0.15,1
005490,Driver,1480,Seasonal,4.0,7,338,0.46,0.38,10,0.11,0
005491,Driver,2246,Variable,4.0,9,579,0.51,0.1,8,0.12,0
005492,Driver,1286,Seasonal,4.2,22,317,0.43,0.35,7,0.32,0
005493,Driver,2393,Stable,4.0,1,678,0.54,0.1,12,0.26,0
005494,Driver,2050,Stable,4.7,19,564,0.56,0.1,9,0.1,1
005495,Driver,2098,Seasonal,4.6,21,522,0.73,0.1,13,0.1,1
005496,Merchant,1706,Stable,4.5,32,508,0.59,0.1,12,0.0,1
005497,Driver,2133,Stable,4.5,25,435,0.63,0.1,13,0.06,1
005498,Merchant,1581,Stable,4.6,27,338,0.47,0.1,11,0.07,1
005499,Merchant,1730,Stable,5.0,44,372,0.79,0.1,15,0.0,1
005500,Merchant,1556,Stable,4.2,18,442,0.52,0.34,10,0.15,0
005501,Driver,1151,Stable,4.9,46,350,0.55,0.32,9,0.21,1
005502,Driver,1478,Stable,4.8,35,338,0.53,0.33,10,0.13,1
005503,Driver,2007,Variable,5.0,43,407,0.8,0.1,14,0.11,1
005504,Driver,1543,Stable,4.5,33,395,0.67,0.25,13,0.12,1
005505,Driver,1775,Stable,4.2,21,431,0.64,0.28,14,0.34,0
005506,Driver,1053,Stable,4.7,37,329,0.56,0.53,9,0.19,1
005507,Driver,1348,Stable,4.4,19,314,0.49,0.41,8,0.13,0
005508,Driver,1284,Stable,4.1,10,394,0.44,0.46,8,0.11,0
005509,Driver,2469,Stable,4.1,1,542,0.67,0.1,12,0.34,0
005510,Driver,2209,Variable,4.6,33,601,0.75,0.1,15,0.1,1
005511,Driver,1788,Stable,4.5,19,514,0.62,0.1,11,0.05,1
005512,Merchant,1727,Stable,4.7,33,396,0.61,0.3,11,0.06,1
005513,Merchant,1599,Stable,4.8,30,473,0.55,0.12,13,0.06,1
005514,Driver,2316,Stable,4.7,34,465,0.83,0.1,15,0.02,1
005515,Driver,2035,Seasonal,4.0,9,432,0.6,0.14,12,0.4,0
005516,Driver,1557,Stable,4.1,3,335,0.47,0.21,8,0.1,0
005517,Driver,1574,Variable,4.9,29,489,0.49,0.26,7,0.05,1
005518,Merchant,1640,Stable,4.4,39,369,0.73,0.3,15,0.05,1
005519,Driver,1783,Stable,4.1,4,434,0.37,0.1,9,0.13,0
005520,Merchant,1621,Variable,4.3,19,386,0.47,0.33,8,0.24,0
005521,Merchant,1726,Seasonal,5.0,41,434,0.67,0.16,12,0.0,1
005522,Driver,2037,Stable,4.1,33,595,0.77,0.1,14,0.21,1
005523,Driver,1297,Seasonal,4.1,1,368,0.3,0.19,8,0.09,0
005524,Merchant,1607,Variable,5.0,45,361,0.71,0.23,13,0.0,1
005525,Merchant,1858,Stable,4.7,35,446,0.73,0.1,13,0.23,1
005526,Merchant,1068,Stable,4.0,12,284,0.3,0.44,6,0.21,0
005527,Merchant,879,Stable,4.4,22,264,0.42,0.53,6,0.14,0
005528,Driver,1279,Stable,4.7,39,369,0.64,0.34,14,0.0,1
005529,Driver,1194,Stable,4.2,1,364,0.31,0.37,7,0.23,0
005530,Driver,1273,Stable,4.2,17,379,0.43,0.46,7,0.36,0
005531,Merchant,1969,Stable,5.0,44,533,0.7,0.1,13,0.0,1
005532,Merchant,1803,Stable,4.9,34,423,0.58,0.27,9,0.08,1
005533,Driver,1179,Variable,4.3,42,298,0.45,0.42,9,0.23,0
005534,Driver,2300,Variable,4.5,45,644,0.77,0.1,15,0.21,1
005535,Driver,2224,Seasonal,4.4,33,533,0.67,0.1,14,0.17,1
005536,Driver,1571,Stable,3.7,5,474,0.32,0.37,4,0.28,0
005537,Driver,1010,Seasonal,4.0,6,335,0.27,0.35,4,0.12,0
005538,Driver,1926,Seasonal,4.6,35,556,0.63,0.1,14,0.24,1
005539,Driver,1475,Stable,4.5,17,452,0.48,0.17,8,0.18,0
005540,Merchant,825,Stable,4.9,42,299,0.52,0.45,10,0.13,1
005541,Driver,1109,Variable,4.0,7,269,0.27,0.34,5,0.21,0
005542,Merchant,1766,Stable,4.6,19,434,0.52,0.1,10,0.22,1
005543,Driver,1260,Stable,4.7,43,373,0.62,0.48,10,0.07,1
005544,Driver,1803,Stable,4.2,29,388,0.62,0.19,13,0.07,1
005545,Driver,1659,Stable,3.9,7,496,0.36,0.33,8,0.41,0
005546,Driver,1472,Stable,4.5,25,447,0.43,0.33,10,0.06,0
005547,Driver,1464,Variable,4.6,21,405,0.57,0.16,9,0.05,1
005548,Driver,1728,Seasonal,4.1,18,494,0.59,0.17,12,0.15,0
005549,Merchant,1301,Seasonal,4.5,38,364,0.53,0.31,8,0.17,1
005550,Driver,1693,Seasonal,4.9,43,444,0.58,0.1,9,0.09,1
005551,Merchant,1877,Seasonal,4.6,38,382,0.74,0.1,14,0.05,1
005552,Merchant,1649,Stable,4.1,13,471,0.42,0.1,6,0.1,0
005553,Merchant,801,Seasonal,4.3,12,237,0.34,0.62,7,0.04,0
005554,Merchant,1365,Stable,4.7,40,398,0.58,0.24,12,0.0,1
005555,Driver,2181,Stable,4.5,40,487,0.67,0.1,15,0.19,1
005556,Merchant,1902,Stable,4.0,14,480,0.64,0.1,10,0.33,0
005557,Merchant,1497,Seasonal,4.8,35,402,0.62,0.17,11,0.12,1
005558,Merchant,1036,Stable,4.5,27,336,0.46,0.32,10,0.27,0
005559,Merchant,801,Stable,4.7,34,258,0.32,0.68,5,0.24,0
005560,Driver,1904,Stable,4.5,33,489,0.63,0.15,11,0.02,1
005561,Driver,2056,Stable,4.3,20,435,0.61,0.1,13,0.32,0
005562,Merchant,1237,Stable,4.0,6,317,0.41,0.34,7,0.31,0
005563,Driver,1905,Stable,4.3,26,428,0.66,0.1,12,0.11,1
005564,Merchant,1904,Stable,4.5,22,491,0.52,0.1,10,0.09,1
005565,Driver,1821,Stable,4.1,6,450,0.52,0.1,9,0.1,0
005566,Driver,1707,Stable,4.9,46,453,0.66,0.1,13,0.18,1
005567,Driver,1633,Variable,4.8,31,381,0.49,0.24,7,0.22,1
005568,Merchant,1901,Stable,4.0,10,473,0.53,0.11,10,0.11,0
005569,Merchant,1086,Seasonal,4.1,5,335,0.25,0.39,3,0.15,0
005570,Driver,1766,Variable,3.8,13,419,0.52,0.2,12,0.33,0
005571,Driver,1401,Seasonal,4.9,43,405,0.7,0.29,12,0.07,1
005572,Merchant,1662,Stable,4.5,29,389,0.68,0.28,13,0.12,1
005573,Driver,1378,Stable,4.5,37,332,0.46,0.24,9,0.13,1
005574,Driver,1988,Seasonal,4.2,5,408,0.6,0.1,12,0.07,0
005575,Driver,2435,Seasonal,5.0,45,463,0.96,0.1,15,0.17,1
005576,Driver,1932,Stable,4.8,32,481,0.59,0.13,10,0.02,1
005577,Driver,2138,Stable,4.2,25,558,0.57,0.14,11,0.32,0
005578,Driver,1624,Variable,4.4,15,364,0.43,0.28,7,0.25,0
005579,Merchant,1371,Seasonal,4.9,44,424,0.68,0.25,15,0.08,1
005580,Merchant,1133,Stable,4.5,33,336,0.4,0.48,10,0.01,0
005581,Driver,1128,Seasonal,4.5,23,314,0.45,0.5,8,0.11,0
005582,Driver,2078,Stable,3.9,9,527,0.61,0.1,12,0.13,0
005583,Driver,1711,Variable,4.2,8,466,0.43,0.11,8,0.14,0
005584,Driver,1548,Stable,4.6,38,428,0.52,0.19,11,0.01,1
005585,Driver,2211,Stable,4.5,30,583,0.67,0.1,11,0.06,1
005586,Driver,1675,Stable,5.0,41,352,0.73,0.11,12,0.09,1
005587,Driver,2146,Variable,4.3,15,559,0.59,0.13,9,0.14,0
005588,Merchant,1510,Seasonal,5.0,45,420,0.57,0.3,11,0.12,1
005589,Driver,2163,Variable,5.0,44,590,0.74,0.1,12,0.11,1
005590,Merchant,1287,Seasonal,3.9,4,375,0.31,0.3,4,0.27,0
005591,Driver,1830,Stable,4.6,39,401,0.73,0.1,14,0.21,1
005592,Merchant,859,Stable,4.2,14,279,0.26,0.42,7,0.31,0
005593,Merchant,1731,Variable,4.6,28,389,0.56,0.27,13,0.01,1
005594,Driver,2148,Stable,4.8,42,545,0.68,0.1,11,0.05,1
005595,Merchant,955,Stable,4.4,28,252,0.46,0.61,8,0.3,0
005596,Merchant,1116,Variable,5.0,40,364,0.53,0.49,8,0.1,1
005597,Driver,2116,Seasonal,4.5,33,560,0.62,0.1,14,0.23,1
005598,Driver,1588,Stable,4.9,40,451,0.59,0.2,9,0.0,1
005599,Merchant,1191,Seasonal,4.6,39,382,0.57,0.25,9,0.1,1
005600,Driver,1862,Stable,4.6,33,467,0.6,0.1,12,0.21,1
005601,Driver,1993,Stable,4.0,11,459,0.56,0.2,13,0.28,0
005602,Driver,2242,Stable,4.2,10,655,0.55,0.1,12,0.34,0
005603,Merchant,1168,Stable,4.1,25,360,0.51,0.33,9,0.33,0
005604,Driver,1683,Stable,4.5,27,401,0.54,0.28,12,0.08,1
005605,Driver,2143,Stable,4.1,13,439,0.64,0.13,10,0.11,0
005606,Driver,1985,Variable,4.5,25,445,0.61,0.19,11,0.04,1
005607,Driver,1006,Variable,4.2,28,285,0.38,0.53,6,0.18,0
005608,Driver,2203,Seasonal,4.9,44,562,0.81,0.1,15,0.0,1
005609,Driver,1285,Seasonal,4.0,7,379,0.43,0.39,10,0.11,0
005610,Driver,1400,Variable,4.0,11,432,0.44,0.34,6,0.2,0
005611,Merchant,1668,Variable,4.6,12,502,0.55,0.2,10,0.11,1
005612,Driver,1769,Seasonal,4.3,5,517,0.51,0.12,12,0.09,0
005613,Driver,2462,Variable,4.3,15,479,0.69,0.1,14,0.17,1
005614,Driver,2058,Seasonal,4.6,39,514,0.76,0.1,14,0.16,1
005615,Driver,1074,Variable,4.2,23,359,0.49,0.43,11,0.07,0
005616,Merchant,1892,Stable,4.1,8,469,0.43,0.21,8,0.3,0
005617,Driver,2224,Seasonal,4.3,29,447,0.8,0.1,15,0.17,1
005618,Merchant,1082,Seasonal,4.1,9,340,0.28,0.28,5,0.21,0
005619,Driver,2251,Stable,4.2,13,654,0.72,0.1,12,0.34,0
005620,Driver,1469,Variable,3.7,4,364,0.37,0.41,9,0.26,0
005621,Driver,2062,Variable,4.5,36,546,0.71,0.1,12,0.06,1
005622,Driver,2415,Stable,4.1,6,622,0.65,0.1,14,0.23,0
005623,Driver,1113,Variable,5.0,21,358,0.46,0.54,10,0.12,1
005624,Driver,1640,Stable,4.4,23,451,0.55,0.1,12,0.32,0
005625,Driver,1957,Stable,4.3,23,474,0.65,0.1,12,0.27,1
005626,Merchant,1038,Stable,4.4,27,347,0.38,0.58,5,0.16,0
005627,Driver,2496,Stable,4.3,7,512,0.73,0.1,12,0.22,1
005628,Driver,2027,Seasonal,4.4,16,553,0.62,0.18,14,0.05,1
005629,Driver,1936,Stable,4.6,23,521,0.7,0.1,13,0.28,1
005630,Merchant,849,Stable,4.4,20,290,0.23,0.47,4,0.32,0
005631,Driver,1883,Stable,4.2,24,490,0.65,0.14,13,0.07,1
005632,Driver,2058,Seasonal,4.5,22,500,0.66,0.1,14,0.18,1
005633,Driver,1245,Stable,4.0,15,343,0.46,0.42,7,0.18,0
005634,Driver,2286,Stable,4.0,2,447,0.5,0.1,10,0.37,0
005635,Merchant,1560,Stable,4.9,43,340,0.57,0.22,13,0.0,1
005636,Merchant,1464,Seasonal,4.6,42,341,0.54,0.29,12,0.05,1
005637,Driver,1217,Stable,4.5,19,365,0.33,0.37,7,0.18,0
005638,Driver,1047,Stable,4.6,13,322,0.3,0.57,6,0.02,0
005639,Merchant,1092,Seasonal,4.8,31,327,0.39,0.36,5,0.04,1
005640,Merchant,1507,Seasonal,4.0,11,332,0.49,0.15,9,0.2,0
005641,Driver,1571,Seasonal,5.0,43,352,0.58,0.1,9,0.18,1
005642,Merchant,1895,Stable,4.4,22,461,0.54,0.15,9,0.26,0
005643,Merchant,1439,Variable,4.4,10,358,0.45,0.18,11,0.04,0
005644,Driver,1054,Stable,4.5,14,261,0.37,0.4,7,0.24,0
005645,Driver,1982,Stable,4.3,34,401,0.78,0.12,15,0.08,1
005646,Driver,1817,Stable,4.4,16,532,0.47,0.23,9,0.14,0
005647,Merchant,1803,Stable,3.7,1,383,0.46,0.1,9,0.25,0
005648,Driver,1998,Variable,4.7,38,510,0.69,0.1,12,0.09,1
005649,Driver,1466,Stable,4.2,9,406,0.38,0.37,5,0.29,0
005650,Driver,2270,Stable,4.9,41,559,0.83,0.1,15,0.15,1
005651,Merchant,872,Stable,4.8,42,281,0.54,0.39,8,0.0,1
005652,Merchant,1211,Stable,4.5,35,301,0.41,0.47,9,0.13,0
005653,Driver,1699,Stable,4.2,5,361,0.48,0.1,8,0.1,0
005654,Driver,1814,Stable,4.5,9,394,0.53,0.23,12,0.21,0
005655,Driver,2139,Variable,4.7,43,450,0.77,0.1,13,0.05,1
005656,Driver,2294,Stable,4.6,20,658,0.68,0.1,14,0.0,1
005657,Driver,1949,Stable,4.3,14,566,0.64,0.22,10,0.33,0
005658,Merchant,1552,Seasonal,4.6,27,391,0.5,0.21,8,0.27,0
005659,Driver,1244,Seasonal,5.0,43,343,0.63,0.35,14,0.03,1
005660,Driver,1988,Stable,4.5,29,401,0.75,0.1,15,0.04,1
005661,Merchant,1293,Variable,4.2,4,320,0.32,0.34,6,0.08,0
005662,Driver,1329,Seasonal,4.2,8,318,0.42,0.44,10,0.35,0
005663,Driver,2115,Variable,4.0,2,471,0.43,0.1,8,0.21,0
005664,Driver,1587,Stable,4.9,39,392,0.58,0.24,10,0.21,1
005665,Driver,2118,Stable,4.6,38,523,0.71,0.15,13,0.21,1
005666,Driver,1734,Variable,4.6,31,506,0.7,0.14,12,0.0,1
005667,Driver,1525,Seasonal,4.4,39,354,0.66,0.38,15,0.15,1
005668,Merchant,1790,Stable,4.7,24,519,0.67,0.12,11,0.22,1
005669,Merchant,1704,Stable,4.1,9,476,0.37,0.1,9,0.3,0
005670,Merchant,1465,Stable,4.3,26,395,0.51,0.28,10,0.3,0
005671,Driver,1767,Stable,4.3,18,444,0.63,0.1,11,0.23,0
005672,Driver,1795,Seasonal,4.2,26,391,0.66,0.12,11,0.31,0
005673,Driver,1559,Stable,4.4,26,331,0.59,0.24,13,0.14,1
005674,Driver,1716,Stable,3.8,10,447,0.44,0.17,10,0.36,0
005675,Driver,1898,Seasonal,4.1,23,483,0.66,0.1,12,0.37,0
005676,Driver,2020,Seasonal,4.5,30,575,0.73,0.1,12,0.28,1
005677,Merchant,1721,Stable,4.7,41,509,0.76,0.25,14,0.01,1
005678,Driver,2356,Stable,3.5,1,591,0.63,0.1,13,0.47,0
005679,Merchant,1354,Seasonal,4.7,33,434,0.53,0.27,8,0.07,1
005680,Merchant,1240,Seasonal,4.2,1,390,0.21,0.4,4,0.22,0
005681,Merchant,1975,Stable,5.0,45,472,0.69,0.1,15,0.18,1
005682,Driver,2078,Variable,4.2,17,438,0.61,0.1,14,0.17,0
005683,Driver,1230,Stable,4.4,11,340,0.4,0.43,6,0.07,0
005684,Driver,2294,Stable,4.9,32,574,0.74,0.1,15,0.14,1
005685,Driver,1747,Stable,4.3,20,453,0.6,0.3,12,0.27,0
005686,Driver,2174,Variable,4.2,18,435,0.57,0.1,12,0.08,0
005687,Driver,1850,Stable,4.6,41,439,0.75,0.23,15,0.16,1
005688,Driver,1439,Variable,4.6,34,318,0.62,0.31,14,0.05,1
005689,Driver,1661,Stable,4.1,11,405,0.4,0.23,7,0.11,0
005690,Driver,2287,Stable,4.2,20,514,0.75,0.1,14,0.16,1
005691,Driver,2144,Stable,4.1,5,555,0.57,0.1,9,0.29,0
005692,Merchant,1673,Seasonal,4.4,10,452,0.45,0.1,10,0.3,0
005693,Driver,1188,Variable,4.1,3,327,0.39,0.38,6,0.08,0
005694,Driver,1429,Stable,4.4,13,371,0.52,0.41,10,0.02,0
005695,Driver,1332,Variable,4.9,44,407,0.67,0.19,14,0.11,1
005696,Driver,1104,Variable,4.6,47,289,0.48,0.33,11,0.15,1
005697,Driver,1400,Variable,4.8,35,411,0.59,0.16,10,0.06,1
005698,Driver,1839,Stable,5.0,35,419,0.71,0.23,14,0.14,1
005699,Merchant,1937,Stable,4.0,1,521,0.5,0.1,9,0.3,0
005700,Driver,2108,Variable,4.8,45,440,0.77,0.15,15,0.0,1
005701,Driver,1551,Stable,4.7,20,435,0.41,0.33,6,0.12,0
005702,Driver,1159,Stable,4.8,28,302,0.52,0.42,9,0.09,1
005703,Merchant,1835,Stable,3.9,6,515,0.38,0.1,8,0.17,0
005704,Merchant,1915,Stable,4.5,29,450,0.58,0.16,9,0.27,1
005705,Merchant,948,Variable,3.7,1,296,0.27,0.58,7,0.34,0
005706,Driver,2433,Stable,4.3,6,673,0.72,0.1,14,0.31,1
005707,Driver,1963,Stable,4.1,21,417,0.7,0.1,15,0.08,1
005708,Driver,2111,Seasonal,4.2,34,443,0.73,0.1,12,0.16,1
005709,Driver,1292,Seasonal,4.6,33,407,0.45,0.27,10,0.0,1
005710,Driver,1292,Stable,4.5,11,300,0.35,0.46,9,0.26,0
005711,Driver,2472,Stable,5.0,17,547,0.6,0.1,13,0.07,1
005712,Merchant,1579,Stable,4.8,46,478,0.69,0.15,13,0.02,1
005713,Driver,2479,Stable,4.4,14,647,0.61,0.1,13,0.05,1
005714,Merchant,1698,Seasonal,4.6,38,444,0.74,0.14,13,0.15,1
005715,Merchant,1530,Stable,3.9,3,386,0.32,0.26,4,0.38,0
005716,Driver,1084,Variable,4.6,39,307,0.49,0.41,10,0.18,1
005717,Driver,1405,Stable,4.7,47,316,0.59,0.24,13,0.18,1
005718,Driver,1075,Stable,3.8,15,315,0.38,0.37,5,0.24,0
005719,Merchant,1436,Stable,4.3,22,434,0.52,0.2,9,0.13,0
005720,Driver,1300,Stable,4.3,3,334,0.38,0.4,5,0.24,0
005721,Merchant,988,Variable,4.1,23,293,0.39,0.49,5,0.28,0
005722,Driver,1527,Stable,4.8,34,475,0.67,0.19,14,0.11,1
005723,Merchant,1855,Stable,4.7,33,496,0.64,0.1,12,0.0,1
005724,Driver,1096,Stable,4.9,47,367,0.48,0.32,10,0.14,1
005725,Merchant,1664,Variable,4.4,23,424,0.55,0.1,12,0.09,1
005726,Driver,2362,Seasonal,4.7,35,553,0.78,0.1,15,0.15,1
005727,Driver,2485,Stable,4.2,17,628,0.73,0.1,14,0.08,1
005728,Merchant,1061,Stable,4.6,19,314,0.29,0.51,3,0.01,0
005729,Merchant,1200,Variable,4.4,20,396,0.43,0.23,6,0.14,0
005730,Driver,1306,Seasonal,4.6,25,352,0.43,0.3,10,0.19,0
005731,Driver,1305,Stable,4.1,11,348,0.39,0.29,6,0.35,0
005732,Driver,1265,Variable,4.1,29,383,0.52,0.37,11,0.26,0
005733,Driver,1871,Stable,4.6,43,428,0.73,0.14,13,0.01,1
005734,Driver,2205,Stable,4.5,17,566,0.66,0.1,14,0.21,1
005735,Merchant,980,Stable,4.4,7,287,0.33,0.4,4,0.08,0
005736,Driver,2141,Stable,4.3,12,590,0.63,0.11,14,0.32,0
005737,Driver,2280,Variable,4.6,39,572,0.73,0.1,15,0.18,1
005738,Merchant,1167,Variable,5.0,38,339,0.52,0.43,9,0.17,1
005739,Driver,1211,Stable,4.4,12,292,0.31,0.41,5,0.09,0
005740,Driver,2404,Variable,4.6,24,606,0.8,0.1,15,0.26,1
005741,Driver,1578,Stable,4.8,34,334,0.6,0.34,14,0.14,1
005742,Merchant,1948,Stable,4.4,12,464,0.47,0.1,9,0.26,0
005743,Driver,1422,Stable,5.0,42,365,0.58,0.35,12,0.04,1
005744,Driver,1613,Stable,5.0,45,339,0.57,0.29,12,0.0,1
005745,Driver,1890,Variable,4.0,18,484,0.59,0.1,10,0.36,0
005746,Merchant,1456,Stable,4.9,47,436,0.56,0.3,12,0.03,1
005747,Merchant,1789,Seasonal,4.4,19,370,0.49,0.1,8,0.04,0
005748,Driver,1842,Stable,4.8,40,555,0.79,0.1,14,0.01,1
005749,Driver,1010,Stable,4.4,24,323,0.44,0.56,10,0.06,0
005750,Merchant,966,Stable,4.7,26,242,0.32,0.37,7,0.13,0
005751,Driver,2275,Seasonal,4.4,24,441,0.77,0.1,13,0.06,1
005752,Driver,1377,Seasonal,4.4,9,386,0.32,0.36,8,0.14,0
005753,Driver,1090,Stable,4.2,28,275,0.42,0.51,7,0.12,0
005754,Merchant,1674,Stable,4.2,15,493,0.58,0.15,12,0.15,0
005755,Merchant,1710,Stable,4.3,37,373,0.54,0.15,9,0.25,0
005756,Driver,2453,Stable,4.2,5,599,0.61,0.1,13,0.11,0
005757,Driver,1265,Seasonal,5.0,44,382,0.49,0.35,8,0.0,1
005758,Merchant,1574,Stable,4.4,23,335,0.58,0.1,9,0.22,0
005759,Driver,1505,Seasonal,5.0,44,323,0.61,0.33,12,0.0,1
005760,Driver,1249,Stable,4.3,20,349,0.34,0.28,6,0.1,0
005761,Driver,1303,Stable,4.8,36,300,0.51,0.2,8,0.08,1
005762,Merchant,1429,Stable,4.3,39,407,0.51,0.32,12,0.17,0
005763,Merchant,1789,Stable,4.6,27,459,0.52,0.12,9,0.19,1
005764,Driver,2001,Stable,4.7,27,544,0.63,0.1,11,0.12,1
005765,Merchant,990,Stable,4.0,6,266,0.24,0.38,5,0.18,0
005766,Driver,1803,Seasonal,4.2,6,435,0.5,0.1,8,0.17,0
005767,Driver,1489,Stable,4.2,25,443,0.5,0.17,12,0.3,0
005768,Driver,1478,Stable,4.1,2,440,0.46,0.35,7,0.29,0
005769,Merchant,1153,Variable,4.5,22,371,0.46,0.27,10,0.13,0
005770,Driver,2260,Seasonal,3.6,6,525,0.66,0.1,14,0.44,0
005771,Driver,1075,Variable,3.9,14,330,0.29,0.28,3,0.36,0
005772,Driver,2266,Stable,4.9,46,512,0.87,0.1,15,0.11,1
005773,Driver,2407,Variable,4.4,20,665,0.68,0.1,14,0.07,1
005774,Driver,1212,Stable,4.2,15,285,0.38,0.44,7,0.3,0
005775,Driver,1550,Stable,4.5,27,467,0.48,0.3,9,0.12,0
005776,Driver,2395,Stable,4.2,20,661,0.6,0.1,12,0.23,0
005777,Merchant,1704,Seasonal,4.4,19,464,0.54,0.2,12,0.3,0
005778,Driver,1219,Stable,4.8,34,365,0.45,0.23,8,0.08,1
005779,Driver,2134,Stable,4.4,42,578,0.7,0.1,14,0.18,1
005780,Driver,2349,Seasonal,4.6,11,609,0.69,0.1,13,0.24,1
005781,Driver,1610,Stable,4.3,1,472,0.42,0.14,8,0.13,0
005782,Driver,2354,Stable,4.1,14,463,0.69,0.1,11,0.25,0
005783,Driver,1355,Variable,4.9,44,320,0.7,0.3,13,0.0,1
005784,Merchant,1451,Stable,4.7,37,442,0.54,0.41,11,0.09,1
005785,Driver,2181,Stable,4.2,14,509,0.68,0.1,15,0.12,1
005786,Driver,2142,Stable,4.7,34,423,0.75,0.1,13,0.06,1
005787,Driver,1655,Stable,4.9,42,473,0.64,0.1,12,0.18,1
005788,Merchant,1439,Stable,4.4,28,398,0.44,0.39,7,0.04,0
005789,Driver,1995,Stable,5.0,38,540,0.76,0.1,15,0.11,1
005790,Merchant,1705,Variable,4.7,41,415,0.61,0.18,11,0.17,1
005791,Driver,2486,Stable,4.5,24,661,0.74,0.1,15,0.19,1
005792,Driver,2456,Stable,4.0,15,532,0.6,0.1,10,0.14,0
005793,Merchant,1381,Seasonal,4.4,19,420,0.39,0.35,7,0.23,0
005794,Merchant,1621,Stable,4.9,46,384,0.68,0.16,13,0.06,1
005795,Driver,1925,Seasonal,4.3,35,445,0.62,0.1,13,0.12,1
005796,Merchant,1723,Stable,4.3,32,473,0.63,0.15,10,0.28,0
005797,Driver,2256,Stable,4.4,27,631,0.72,0.1,15,0.18,1
005798,Driver,1061,Seasonal,4.3,28,318,0.35,0.56,5,0.32,0
005799,Driver,1947,Stable,5.0,46,462,0.78,0.16,15,0.14,1
005800,Driver,1759,Stable,4.1,21,469,0.53,0.1,11,0.19,0
005801,Driver,1333,Stable,4.4,11,337,0.43,0.18,7,0.28,0
005802,Driver,1587,Seasonal,4.4,4,360,0.42,0.13,9,0.26,0
005803,Driver,2014,Stable,4.3,6,495,0.48,0.1,10,0.3,0
005804,Merchant,1150,Seasonal,4.4,42,290,0.59,0.36,10,0.17,1
005805,Driver,1135,Stable,4.5,34,375,0.49,0.37,9,0.1,0
005806,Driver,1816,Stable,4.0,16,460,0.6,0.18,10,0.35,0
005807,Driver,1417,Seasonal,4.4,35,362,0.58,0.14,11,0.09,1
005808,Driver,1458,Stable,4.5,25,443,0.42,0.21,6,0.21,0
005809,Driver,2183,Variable,5.0,38,490,0.76,0.1,14,0.01,1
005810,Merchant,936,Stable,4.5,37,315,0.38,0.53,7,0.21,0
005811,Driver,1522,Stable,4.8,23,353,0.41,0.37,6,0.0,1
005812,Merchant,1600,Stable,3.6,1,441,0.34,0.25,4,0.44,0
005813,Merchant,1816,Stable,4.8,33,394,0.57,0.14,13,0.19,1
005814,Driver,1496,Stable,4.0,15,370,0.47,0.32,7,0.28,0
005815,Driver,1845,Seasonal,4.2,19,408,0.47,0.1,9,0.33,0
005816,Driver,1026,Variable,4.3,20,329,0.38,0.58,5,0.18,0
005817,Merchant,1449,Variable,5.0,38,351,0.56,0.12,10,0.09,1
005818,Driver,2395,Stable,4.1,12,551,0.57,0.1,10,0.11,0
005819,Merchant,954,Stable,4.9,43,260,0.5,0.39,11,0.08,1
005820,Driver,1237,Variable,4.2,6,319,0.24,0.4,5,0.25,0
005821,Driver,2103,Stable,4.2,9,447,0.64,0.1,12,0.26,0
005822,Merchant,853,Stable,5.0,46,270,0.54,0.55,10,0.16,1
005823,Merchant,990,Seasonal,4.1,7,325,0.36,0.35,9,0.1,0
005824,Driver,1038,Seasonal,4.1,19,256,0.33,0.34,6,0.17,0
005825,Driver,1270,Stable,4.4,3,388,0.37,0.26,9,0.22,0
005826,Driver,1419,Stable,4.3,5,438,0.47,0.23,10,0.17,0
005827,Driver,1278,Stable,4.7,35,333,0.56,0.3,11,0.14,1
005828,Merchant,1622,Stable,4.6,22,452,0.55,0.21,9,0.27,1
005829,Driver,1978,Stable,4.8,38,584,0.66,0.1,15,0.0,1
005830,Driver,2097,Stable,4.7,46,419,0.85,0.1,15,0.22,1
005831,Driver,2235,Stable,4.6,46,610,0.75,0.1,14,0.02,1
005832,Driver,2416,Variable,4.8,47,685,0.91,0.1,15,0.21,1
005833,Driver,1994,Stable,4.2,13,551,0.47,0.1,11,0.09,0
005834,Merchant,1174,Seasonal,4.9,34,386,0.57,0.44,10,0.19,1
005835,Driver,1372,Variable,4.4,16,421,0.48,0.22,7,0.09,0
